protein,gn,cancer_mut_count
CCR9,gnECL2.13,NA
CCR10,gnECL2.13,NA
CXCR1,gnECL2.13,NA
CXCR2,gnECL2.13,NA
CXCR3,gnECL2.13,NA
CXCR4,gnECL2.13,NA
CXCR5,gnECL2.13,1
CXCR6,gnECL2.13,NA
CX3CR1,gnECL2.13,NA
XCR1,gnECL2.13,NA
ACKR1,gnECL2.13,NA
ACKR2,gnECL2.13,NA
ACKR3,gnECL2.13,NA
ACKR4,gnECL2.13,NA
CCRL2,gnECL2.13,NA
CCR1,gn45x50,0
CCR2,gn45x50,0
CCR3,gn45x50,0
CCR4,gn45x50,0
CCR5,gn45x50,0
CCR6,gn45x50,0
CCR7,gn45x50,0
CCR8,gn45x50,0
CCR9,gn45x50,1
CCR10,gn45x50,1
CXCR1,gn45x50,0
CXCR2,gn45x50,0
CXCR3,gn45x50,0
CXCR4,gn45x50,0
CXCR5,gn45x50,0
CXCR6,gn45x50,0
CX3CR1,gn45x50,0
XCR1,gn45x50,0
ACKR1,gn45x50,0
ACKR2,gn45x50,1
ACKR3,gn45x50,0
ACKR4,gn45x50,2
CCRL2,gn45x50,0
CCR1,gn45x51,0
CCR2,gn45x51,0
CCR3,gn45x51,0
CCR4,gn45x51,0
CCR5,gn45x51,0
CCR6,gn45x51,0
CCR7,gn45x51,0
CCR8,gn45x51,0
CCR9,gn45x51,0
CCR10,gn45x51,0
CXCR1,gn45x51,0
CXCR2,gn45x51,0
CXCR3,gn45x51,0
CXCR4,gn45x51,0
CXCR5,gn45x51,0
CXCR6,gn45x51,0
CX3CR1,gn45x51,1
XCR1,gn45x51,0
ACKR1,gn45x51,0
ACKR2,gn45x51,0
ACKR3,gn45x51,3
ACKR4,gn45x51,0
CCRL2,gn45x51,0
CCR1,gn45x52,0
CCR2,gn45x52,0
CCR3,gn45x52,0
CCR4,gn45x52,0
CCR5,gn45x52,0
CCR6,gn45x52,0
CCR7,gn45x52,0
CCR8,gn45x52,0
CCR9,gn45x52,0
CCR10,gn45x52,1
CXCR1,gn45x52,0
CXCR2,gn45x52,0
CXCR3,gn45x52,0
CXCR4,gn45x52,0
CXCR5,gn45x52,0
CXCR6,gn45x52,0
CX3CR1,gn45x52,0
XCR1,gn45x52,0
ACKR1,gn45x52,0
ACKR2,gn45x52,0
ACKR3,gn45x52,0
ACKR4,gn45x52,1
CCRL2,gn45x52,0
CCR1,gnECL2.Cp3,1
CCR2,gnECL2.Cp3,0
CCR3,gnECL2.Cp3,0
CCR4,gnECL2.Cp3,0
CCR5,gnECL2.Cp3,2
CCR6,gnECL2.Cp3,0
CCR7,gnECL2.Cp3,0
CCR8,gnECL2.Cp3,0
CCR9,gnECL2.Cp3,0
CCR10,gnECL2.Cp3,0
CXCR1,gnECL2.Cp3,1
CXCR2,gnECL2.Cp3,0
CXCR3,gnECL2.Cp3,0
CXCR4,gnECL2.Cp3,0
CXCR5,gnECL2.Cp3,0
CXCR6,gnECL2.Cp3,0
CX3CR1,gnECL2.Cp3,1
XCR1,gnECL2.Cp3,0
ACKR1,gnECL2.Cp3,0
ACKR2,gnECL2.Cp3,2
ACKR3,gnECL2.Cp3,0
ACKR4,gnECL2.Cp3,0
CCRL2,gnECL2.Cp3,0
CCR1,gnECL2.Cp4,0
CCR2,gnECL2.Cp4,0
CCR3,gnECL2.Cp4,0
CCR4,gnECL2.Cp4,0
CCR5,gnECL2.Cp4,0
CCR6,gnECL2.Cp4,0
CCR7,gnECL2.Cp4,1
CCR8,gnECL2.Cp4,0
CCR9,gnECL2.Cp4,0
CCR10,gnECL2.Cp4,0
CXCR1,gnECL2.Cp4,0
CXCR2,gnECL2.Cp4,0
CXCR3,gnECL2.Cp4,0
CXCR4,gnECL2.Cp4,0
CXCR5,gnECL2.Cp4,0
CXCR6,gnECL2.Cp4,0
CX3CR1,gnECL2.Cp4,0
XCR1,gnECL2.Cp4,2
ACKR1,gnECL2.Cp4,0
ACKR2,gnECL2.Cp4,0
ACKR3,gnECL2.Cp4,0
ACKR4,gnECL2.Cp4,4
CCRL2,gnECL2.Cp4,0
CCR1,gnECL2.Cp5,1
CCR2,gnECL2.Cp5,NA
CCR3,gnECL2.Cp5,0
CCR4,gnECL2.Cp5,0
CCR5,gnECL2.Cp5,1
CCR6,gnECL2.Cp5,1
CCR7,gnECL2.Cp5,0
CCR8,gnECL2.Cp5,0
CCR9,gnECL2.Cp5,0
CCR10,gnECL2.Cp5,0
CXCR1,gnECL2.Cp5,1
CXCR2,gnECL2.Cp5,0
CXCR3,gnECL2.Cp5,0
CXCR4,gnECL2.Cp5,0
CXCR5,gnECL2.Cp5,0
CXCR6,gnECL2.Cp5,1
CX3CR1,gnECL2.Cp5,0
XCR1,gnECL2.Cp5,0
ACKR1,gnECL2.Cp5,NA
ACKR2,gnECL2.Cp5,0
ACKR3,gnECL2.Cp5,0
ACKR4,gnECL2.Cp5,2
CCRL2,gnECL2.Cp5,0
CCR1,gnECL2.Cp6,1
CCR2,gnECL2.Cp6,NA
CCR3,gnECL2.Cp6,1
CCR4,gnECL2.Cp6,0
CCR5,gnECL2.Cp6,1
CCR6,gnECL2.Cp6,0
CCR7,gnECL2.Cp6,0
CCR8,gnECL2.Cp6,0
CCR9,gnECL2.Cp6,0
CCR10,gnECL2.Cp6,0
CXCR1,gnECL2.Cp6,0
CXCR2,gnECL2.Cp6,0
CXCR3,gnECL2.Cp6,NA
CXCR4,gnECL2.Cp6,0
CXCR5,gnECL2.Cp6,0
CXCR6,gnECL2.Cp6,NA
CX3CR1,gnECL2.Cp6,1
XCR1,gnECL2.Cp6,1
ACKR1,gnECL2.Cp6,NA
ACKR2,gnECL2.Cp6,1
ACKR3,gnECL2.Cp6,1
ACKR4,gnECL2.Cp6,1
CCRL2,gnECL2.Cp6,0
CCR1,gnECL2.Cp7,3
CCR2,gnECL2.Cp7,NA
CCR3,gnECL2.Cp7,0
CCR4,gnECL2.Cp7,NA
CCR5,gnECL2.Cp7,0
CCR6,gnECL2.Cp7,0
CCR7,gnECL2.Cp7,0
CCR8,gnECL2.Cp7,NA
CCR9,gnECL2.Cp7,2
CCR10,gnECL2.Cp7,0
CXCR1,gnECL2.Cp7,0
CXCR2,gnECL2.Cp7,0
CXCR3,gnECL2.Cp7,NA
CXCR4,gnECL2.Cp7,NA
CXCR5,gnECL2.Cp7,0
CXCR6,gnECL2.Cp7,NA
CX3CR1,gnECL2.Cp7,0
XCR1,gnECL2.Cp7,NA
ACKR1,gnECL2.Cp7,NA
ACKR2,gnECL2.Cp7,0
ACKR3,gnECL2.Cp7,0
ACKR4,gnECL2.Cp7,0
CCRL2,gnECL2.Cp7,1
CCR1,gnECL2.Cp8,NA
CCR2,gnECL2.Cp8,NA
CCR3,gnECL2.Cp8,NA
CCR4,gnECL2.Cp8,NA
CCR5,gnECL2.Cp8,NA
CCR6,gnECL2.Cp8,0
CCR7,gnECL2.Cp8,NA
CCR8,gnECL2.Cp8,NA
CCR9,gnECL2.Cp8,0
CCR10,gnECL2.Cp8,0
CXCR1,gnECL2.Cp8,NA
CXCR2,gnECL2.Cp8,0
CXCR3,gnECL2.Cp8,NA
CXCR4,gnECL2.Cp8,NA
CXCR5,gnECL2.Cp8,0
CXCR6,gnECL2.Cp8,NA
CX3CR1,gnECL2.Cp8,0
XCR1,gnECL2.Cp8,NA
ACKR1,gnECL2.Cp8,NA
ACKR2,gnECL2.Cp8,NA
ACKR3,gnECL2.Cp8,0
ACKR4,gnECL2.Cp8,0
CCRL2,gnECL2.Cp8,0
CCR1,gnECL2.Cp9,NA
CCR2,gnECL2.Cp9,NA
CCR3,gnECL2.Cp9,NA
CCR4,gnECL2.Cp9,NA
CCR5,gnECL2.Cp9,NA
CCR6,gnECL2.Cp9,0
CCR7,gnECL2.Cp9,NA
CCR8,gnECL2.Cp9,NA
CCR9,gnECL2.Cp9,0
CCR10,gnECL2.Cp9,0
CXCR1,gnECL2.Cp9,NA
CXCR2,gnECL2.Cp9,0
CXCR3,gnECL2.Cp9,NA
CXCR4,gnECL2.Cp9,NA
CXCR5,gnECL2.Cp9,0
CXCR6,gnECL2.Cp9,NA
CX3CR1,gnECL2.Cp9,NA
XCR1,gnECL2.Cp9,NA
ACKR1,gnECL2.Cp9,NA
ACKR2,gnECL2.Cp9,NA
ACKR3,gnECL2.Cp9,1
ACKR4,gnECL2.Cp9,0
CCRL2,gnECL2.Cp9,0
CCR1,gnECL2.Cp10,NA
CCR2,gnECL2.Cp10,NA
CCR3,gnECL2.Cp10,NA
CCR4,gnECL2.Cp10,NA
CCR5,gnECL2.Cp10,NA
CCR6,gnECL2.Cp10,0
CCR7,gnECL2.Cp10,NA
CCR8,gnECL2.Cp10,NA
CCR9,gnECL2.Cp10,0
CCR10,gnECL2.Cp10,0
CXCR1,gnECL2.Cp10,NA
CXCR2,gnECL2.Cp10,NA
CXCR3,gnECL2.Cp10,NA
CXCR4,gnECL2.Cp10,NA
CXCR5,gnECL2.Cp10,NA
CXCR6,gnECL2.Cp10,NA
CX3CR1,gnECL2.Cp10,NA
XCR1,gnECL2.Cp10,NA
ACKR1,gnECL2.Cp10,NA
ACKR2,gnECL2.Cp10,NA
ACKR3,gnECL2.Cp10,0
ACKR4,gnECL2.Cp10,0
CCRL2,gnECL2.Cp10,0
CCR1,gnECL2.Cp11,NA
CCR2,gnECL2.Cp11,NA
CCR3,gnECL2.Cp11,NA
CCR4,gnECL2.Cp11,NA
CCR5,gnECL2.Cp11,NA
CCR6,gnECL2.Cp11,0
CCR7,gnECL2.Cp11,NA
CCR8,gnECL2.Cp11,NA
CCR9,gnECL2.Cp11,NA
CCR10,gnECL2.Cp11,NA
CXCR1,gnECL2.Cp11,NA
CXCR2,gnECL2.Cp11,NA
CXCR3,gnECL2.Cp11,NA
CXCR4,gnECL2.Cp11,NA
CXCR5,gnECL2.Cp11,NA
CXCR6,gnECL2.Cp11,NA
CX3CR1,gnECL2.Cp11,NA
XCR1,gnECL2.Cp11,NA
ACKR1,gnECL2.Cp11,NA
ACKR2,gnECL2.Cp11,NA
ACKR3,gnECL2.Cp11,0
ACKR4,gnECL2.Cp11,NA
CCRL2,gnECL2.Cp11,NA
CCR1,gn5x31,1
CCR2,gn5x31,NA
CCR3,gn5x31,1
CCR4,gn5x31,0
CCR5,gn5x31,0
CCR6,gn5x31,NA
CCR7,gn5x31,NA
CCR8,gn5x31,0
CCR9,gn5x31,NA
CCR10,gn5x31,NA
CXCR1,gn5x31,NA
CXCR2,gn5x31,NA
CXCR3,gn5x31,NA
CXCR4,gn5x31,NA
CXCR5,gn5x31,NA
CXCR6,gn5x31,NA
CX3CR1,gn5x31,NA
XCR1,gn5x31,NA
ACKR1,gn5x31,NA
ACKR2,gn5x31,NA
ACKR3,gn5x31,NA
ACKR4,gn5x31,NA
CCRL2,gn5x31,0
CCR1,gn5x32,0
CCR2,gn5x32,2
CCR3,gn5x32,0
CCR4,gn5x32,0
CCR5,gn5x32,0
CCR6,gn5x32,NA
CCR7,gn5x32,NA
CCR8,gn5x32,0
CCR9,gn5x32,NA
CCR10,gn5x32,NA
CXCR1,gn5x32,0
CXCR2,gn5x32,NA
CXCR3,gn5x32,NA
CXCR4,gn5x32,NA
CXCR5,gn5x32,NA
CXCR6,gn5x32,NA
CX3CR1,gn5x32,0
XCR1,gn5x32,NA
ACKR1,gn5x32,0
ACKR2,gn5x32,0
ACKR3,gn5x32,NA
ACKR4,gn5x32,NA
CCRL2,gn5x32,0
CCR1,gn5x33,1
CCR2,gn5x33,1
CCR3,gn5x33,0
CCR4,gn5x33,0
CCR5,gn5x33,0
CCR6,gn5x33,NA
CCR7,gn5x33,NA
CCR8,gn5x33,0
CCR9,gn5x33,NA
CCR10,gn5x33,NA
CXCR1,gn5x33,0
CXCR2,gn5x33,NA
CXCR3,gn5x33,1
CXCR4,gn5x33,0
CXCR5,gn5x33,2
CXCR6,gn5x33,NA
CX3CR1,gn5x33,2
XCR1,gn5x33,NA
ACKR1,gn5x33,0
ACKR2,gn5x33,1
ACKR3,gn5x33,NA
ACKR4,gn5x33,NA
CCRL2,gn5x33,0
CCR1,gn5x34,0
CCR2,gn5x34,0
CCR3,gn5x34,0
CCR4,gn5x34,0
CCR5,gn5x34,0
CCR6,gn5x34,0
CCR7,gn5x34,0
CCR8,gn5x34,0
CCR9,gn5x34,0
CCR10,gn5x34,0
CXCR1,gn5x34,0
CXCR2,gn5x34,0
CXCR3,gn5x34,0
CXCR4,gn5x34,0
CXCR5,gn5x34,0
CXCR6,gn5x34,0
CX3CR1,gn5x34,0
XCR1,gn5x34,NA
ACKR1,gn5x34,0
ACKR2,gn5x34,0
ACKR3,gn5x34,NA
ACKR4,gn5x34,0
CCRL2,gn5x34,1
CCR1,gn5x35,0
CCR2,gn5x35,0
CCR3,gn5x35,0
CCR4,gn5x35,0
CCR5,gn5x35,0
CCR6,gn5x35,0
CCR7,gn5x35,0
CCR8,gn5x35,1
CCR9,gn5x35,0
CCR10,gn5x35,0
CXCR1,gn5x35,0
CXCR2,gn5x35,0
CXCR3,gn5x35,0
CXCR4,gn5x35,0
CXCR5,gn5x35,0
CXCR6,gn5x35,0
CX3CR1,gn5x35,0
XCR1,gn5x35,0
ACKR1,gn5x35,0
ACKR2,gn5x35,1
ACKR3,gn5x35,0
ACKR4,gn5x35,0
CCRL2,gn5x35,1
CCR1,gn5x36,0
CCR2,gn5x36,0
CCR3,gn5x36,1
CCR4,gn5x36,0
CCR5,gn5x36,0
CCR6,gn5x36,0
CCR7,gn5x36,0
CCR8,gn5x36,1
CCR9,gn5x36,0
CCR10,gn5x36,0
CXCR1,gn5x36,0
CXCR2,gn5x36,1
CXCR3,gn5x36,0
CXCR4,gn5x36,0
CXCR5,gn5x36,0
CXCR6,gn5x36,0
CX3CR1,gn5x36,0
XCR1,gn5x36,0
ACKR1,gn5x36,0
ACKR2,gn5x36,0
ACKR3,gn5x36,0
ACKR4,gn5x36,0
CCRL2,gn5x36,0
CCR1,gn5x37,0
CCR2,gn5x37,0
CCR3,gn5x37,0
CCR4,gn5x37,0
CCR5,gn5x37,0
CCR6,gn5x37,0
CCR7,gn5x37,0
CCR8,gn5x37,0
CCR9,gn5x37,0
CCR10,gn5x37,0
CXCR1,gn5x37,0
CXCR2,gn5x37,0
CXCR3,gn5x37,0
CXCR4,gn5x37,0
CXCR5,gn5x37,0
CXCR6,gn5x37,0
CX3CR1,gn5x37,1
XCR1,gn5x37,0
ACKR1,gn5x37,0
ACKR2,gn5x37,0
ACKR3,gn5x37,1
ACKR4,gn5x37,0
CCRL2,gn5x37,0
CCR1,gn5x38,0
CCR2,gn5x38,0
CCR3,gn5x38,0
CCR4,gn5x38,1
CCR5,gn5x38,0
CCR6,gn5x38,0
CCR7,gn5x38,0
CCR8,gn5x38,0
CCR9,gn5x38,0
CCR10,gn5x38,0
CXCR1,gn5x38,1
CXCR2,gn5x38,1
CXCR3,gn5x38,0
CXCR4,gn5x38,1
CXCR5,gn5x38,0
CXCR6,gn5x38,0
CX3CR1,gn5x38,0
XCR1,gn5x38,0
ACKR1,gn5x38,0
ACKR2,gn5x38,0
ACKR3,gn5x38,0
ACKR4,gn5x38,0
CCRL2,gn5x38,0
CCR1,gn5x39,0
CCR2,gn5x39,0
CCR3,gn5x39,0
CCR4,gn5x39,1
CCR5,gn5x39,0
CCR6,gn5x39,0
CCR7,gn5x39,0
CCR8,gn5x39,0
CCR9,gn5x39,0
CCR10,gn5x39,0
CXCR1,gn5x39,0
CXCR2,gn5x39,0
CXCR3,gn5x39,0
CXCR4,gn5x39,0
CXCR5,gn5x39,0
CXCR6,gn5x39,0
CX3CR1,gn5x39,2
XCR1,gn5x39,0
ACKR1,gn5x39,0
ACKR2,gn5x39,0
ACKR3,gn5x39,0
ACKR4,gn5x39,0
CCRL2,gn5x39,0
CCR1,gn5x40,0
CCR2,gn5x40,0
CCR3,gn5x40,0
CCR4,gn5x40,0
CCR5,gn5x40,0
CCR6,gn5x40,0
CCR7,gn5x40,0
CCR8,gn5x40,0
CCR9,gn5x40,0
CCR10,gn5x40,0
CXCR1,gn5x40,3
CXCR2,gn5x40,0
CXCR3,gn5x40,1
CXCR4,gn5x40,0
CXCR5,gn5x40,1
CXCR6,gn5x40,1
CX3CR1,gn5x40,0
XCR1,gn5x40,0
ACKR1,gn5x40,0
ACKR2,gn5x40,0
ACKR3,gn5x40,0
ACKR4,gn5x40,1
CCRL2,gn5x40,0
CCR1,gn5x41,0
CCR2,gn5x41,0
CCR3,gn5x41,0
CCR4,gn5x41,0
CCR5,gn5x41,0
CCR6,gn5x41,0
CCR7,gn5x41,0
CCR8,gn5x41,0
CCR9,gn5x41,0
CCR10,gn5x41,0
CXCR1,gn5x41,0
CXCR2,gn5x41,0
CXCR3,gn5x41,0
CXCR4,gn5x41,0
CXCR5,gn5x41,0
CXCR6,gn5x41,0
CX3CR1,gn5x41,0
XCR1,gn5x41,0
ACKR1,gn5x41,0
ACKR2,gn5x41,0
ACKR3,gn5x41,0
ACKR4,gn5x41,0
CCRL2,gn5x41,0
CCR1,gn5x42,0
CCR2,gn5x42,2
CCR3,gn5x42,0
CCR4,gn5x42,0
CCR5,gn5x42,0
CCR6,gn5x42,0
CCR7,gn5x42,0
CCR8,gn5x42,0
CCR9,gn5x42,0
CCR10,gn5x42,0
CXCR1,gn5x42,0
CXCR2,gn5x42,0
CXCR3,gn5x42,0
CXCR4,gn5x42,1
CXCR5,gn5x42,0
CXCR6,gn5x42,0
CX3CR1,gn5x42,0
XCR1,gn5x42,0
ACKR1,gn5x42,0
ACKR2,gn5x42,0
ACKR3,gn5x42,0
ACKR4,gn5x42,0
CCRL2,gn5x42,0
CCR1,gn5x43,0
CCR2,gn5x43,4
CCR3,gn5x43,0
CCR4,gn5x43,0
CCR5,gn5x43,1
CCR6,gn5x43,0
CCR7,gn5x43,0
CCR8,gn5x43,0
CCR9,gn5x43,2
CCR10,gn5x43,0
CXCR1,gn5x43,0
CXCR2,gn5x43,0
CXCR3,gn5x43,0
CXCR4,gn5x43,0
CXCR5,gn5x43,0
CXCR6,gn5x43,0
CX3CR1,gn5x43,0
XCR1,gn5x43,0
ACKR1,gn5x43,0
ACKR2,gn5x43,0
ACKR3,gn5x43,0
ACKR4,gn5x43,0
CCRL2,gn5x43,0
CCR1,gn5x44,0
CCR2,gn5x44,0
CCR3,gn5x44,0
CCR4,gn5x44,0
CCR5,gn5x44,0
CCR6,gn5x44,0
CCR7,gn5x44,0
CCR8,gn5x44,0
CCR9,gn5x44,0
CCR10,gn5x44,0
CXCR1,gn5x44,0
CXCR2,gn5x44,0
CXCR3,gn5x44,0
CXCR4,gn5x44,0
CXCR5,gn5x44,0
CXCR6,gn5x44,1
CX3CR1,gn5x44,0
XCR1,gn5x44,0
ACKR1,gn5x44,0
ACKR2,gn5x44,0
ACKR3,gn5x44,0
ACKR4,gn5x44,0
CCRL2,gn5x44,0
CCR1,gn5x45,0
CCR2,gn5x45,0
CCR3,gn5x45,0
CCR4,gn5x45,0
CCR5,gn5x45,0
CCR6,gn5x45,1
CCR7,gn5x45,0
CCR8,gn5x45,0
CCR9,gn5x45,0
CCR10,gn5x45,0
CXCR1,gn5x45,0
CXCR2,gn5x45,0
CXCR3,gn5x45,0
CXCR4,gn5x45,0
CXCR5,gn5x45,0
CXCR6,gn5x45,0
CX3CR1,gn5x45,0
XCR1,gn5x45,0
ACKR1,gn5x45,0
ACKR2,gn5x45,2
ACKR3,gn5x45,0
ACKR4,gn5x45,0
CCRL2,gn5x45,0
CCR1,gn5x46,0
CCR2,gn5x46,0
CCR3,gn5x46,0
CCR4,gn5x46,1
CCR5,gn5x46,0
CCR6,gn5x46,0
CCR7,gn5x46,0
CCR8,gn5x46,1
CCR9,gn5x46,0
CCR10,gn5x46,0
CXCR1,gn5x46,0
CXCR2,gn5x46,0
CXCR3,gn5x46,0
CXCR4,gn5x46,0
CXCR5,gn5x46,0
CXCR6,gn5x46,0
CX3CR1,gn5x46,0
XCR1,gn5x46,0
ACKR1,gn5x46,0
ACKR2,gn5x46,0
ACKR3,gn5x46,0
ACKR4,gn5x46,0
CCRL2,gn5x46,2
CCR1,gn5x461,0
CCR2,gn5x461,0
CCR3,gn5x461,0
CCR4,gn5x461,1
CCR5,gn5x461,1
CCR6,gn5x461,0
CCR7,gn5x461,0
CCR8,gn5x461,0
CCR9,gn5x461,1
CCR10,gn5x461,0
CXCR1,gn5x461,0
CXCR2,gn5x461,0
CXCR3,gn5x461,0
CXCR4,gn5x461,0
CXCR5,gn5x461,0
CXCR6,gn5x461,0
CX3CR1,gn5x461,0
XCR1,gn5x461,NA
ACKR1,gn5x461,NA
ACKR2,gn5x461,0
ACKR3,gn5x461,1
ACKR4,gn5x461,0
CCRL2,gn5x461,1
CCR1,gn5x47,0
CCR2,gn5x47,0
CCR3,gn5x47,1
CCR4,gn5x47,0
CCR5,gn5x47,0
CCR6,gn5x47,0
CCR7,gn5x47,0
CCR8,gn5x47,0
CCR9,gn5x47,0
CCR10,gn5x47,0
CXCR1,gn5x47,0
CXCR2,gn5x47,0
CXCR3,gn5x47,0
CXCR4,gn5x47,0
CXCR5,gn5x47,0
CXCR6,gn5x47,0
CX3CR1,gn5x47,0
XCR1,gn5x47,1
ACKR1,gn5x47,0
ACKR2,gn5x47,0
ACKR3,gn5x47,0
ACKR4,gn5x47,0
CCRL2,gn5x47,1
CCR1,gn5x48,0
CCR2,gn5x48,0
CCR3,gn5x48,0
CCR4,gn5x48,0
CCR5,gn5x48,0
CCR6,gn5x48,0
CCR7,gn5x48,0
CCR8,gn5x48,0
CCR9,gn5x48,0
CCR10,gn5x48,0
CXCR1,gn5x48,0
CXCR2,gn5x48,0
CXCR3,gn5x48,0
CXCR4,gn5x48,0
CXCR5,gn5x48,0
CXCR6,gn5x48,0
CX3CR1,gn5x48,0
XCR1,gn5x48,0
ACKR1,gn5x48,0
ACKR2,gn5x48,0
ACKR3,gn5x48,0
ACKR4,gn5x48,1
CCRL2,gn5x48,0
CCR1,gn5x49,0
CCR2,gn5x49,0
CCR3,gn5x49,0
CCR4,gn5x49,1
CCR5,gn5x49,0
CCR6,gn5x49,0
CCR7,gn5x49,0
CCR8,gn5x49,0
CCR9,gn5x49,0
CCR10,gn5x49,0
CXCR1,gn5x49,1
CXCR2,gn5x49,0
CXCR3,gn5x49,0
CXCR4,gn5x49,0
CXCR5,gn5x49,0
CXCR6,gn5x49,0
CX3CR1,gn5x49,0
XCR1,gn5x49,0
ACKR1,gn5x49,0
ACKR2,gn5x49,0
ACKR3,gn5x49,0
ACKR4,gn5x49,0
CCRL2,gn5x49,0
CCR1,gn5x50,0
CCR2,gn5x50,0
CCR3,gn5x50,2
CCR4,gn5x50,0
CCR5,gn5x50,0
CCR6,gn5x50,0
CCR7,gn5x50,0
CCR8,gn5x50,0
CCR9,gn5x50,0
CCR10,gn5x50,0
CXCR1,gn5x50,0
CXCR2,gn5x50,1
CXCR3,gn5x50,0
CXCR4,gn5x50,0
CXCR5,gn5x50,0
CXCR6,gn5x50,0
CX3CR1,gn5x50,1
XCR1,gn5x50,0
ACKR1,gn5x50,0
ACKR2,gn5x50,0
ACKR3,gn5x50,2
ACKR4,gn5x50,1
CCRL2,gn5x50,0
CCR1,gn5x51,0
CCR2,gn5x51,0
CCR3,gn5x51,0
CCR4,gn5x51,0
CCR5,gn5x51,0
CCR6,gn5x51,0
CCR7,gn5x51,0
CCR8,gn5x51,0
CCR9,gn5x51,0
CCR10,gn5x51,0
CXCR1,gn5x51,0
CXCR2,gn5x51,0
CXCR3,gn5x51,0
CXCR4,gn5x51,0
CXCR5,gn5x51,0
CXCR6,gn5x51,0
CX3CR1,gn5x51,0
XCR1,gn5x51,0
ACKR1,gn5x51,0
ACKR2,gn5x51,0
ACKR3,gn5x51,0
ACKR4,gn5x51,0
CCRL2,gn5x51,0
CCR1,gn5x52,0
CCR2,gn5x52,0
CCR3,gn5x52,0
CCR4,gn5x52,1
CCR5,gn5x52,1
CCR6,gn5x52,0
CCR7,gn5x52,0
CCR8,gn5x52,0
CCR9,gn5x52,0
CCR10,gn5x52,0
CXCR1,gn5x52,0
CXCR2,gn5x52,0
CXCR3,gn5x52,0
CXCR4,gn5x52,0
CXCR5,gn5x52,0
CXCR6,gn5x52,0
CX3CR1,gn5x52,0
XCR1,gn5x52,0
ACKR1,gn5x52,0
ACKR2,gn5x52,0
ACKR3,gn5x52,0
ACKR4,gn5x52,0
CCRL2,gn5x52,0
CCR1,gn5x53,0
CCR2,gn5x53,0
CCR3,gn5x53,0
CCR4,gn5x53,1
CCR5,gn5x53,0
CCR6,gn5x53,0
CCR7,gn5x53,1
CCR8,gn5x53,0
CCR9,gn5x53,1
CCR10,gn5x53,0
CXCR1,gn5x53,0
CXCR2,gn5x53,0
CXCR3,gn5x53,0
CXCR4,gn5x53,0
CXCR5,gn5x53,0
CXCR6,gn5x53,0
CX3CR1,gn5x53,0
XCR1,gn5x53,0
ACKR1,gn5x53,0
ACKR2,gn5x53,0
ACKR3,gn5x53,0
ACKR4,gn5x53,0
CCRL2,gn5x53,1
CCR1,gn5x54,0
CCR2,gn5x54,0
CCR3,gn5x54,0
CCR4,gn5x54,0
CCR5,gn5x54,0
CCR6,gn5x54,1
CCR7,gn5x54,1
CCR8,gn5x54,0
CCR9,gn5x54,0
CCR10,gn5x54,0
CXCR1,gn5x54,0
CXCR2,gn5x54,0
CXCR3,gn5x54,0
CXCR4,gn5x54,0
CXCR5,gn5x54,0
CXCR6,gn5x54,0
CX3CR1,gn5x54,0
XCR1,gn5x54,0
ACKR1,gn5x54,0
ACKR2,gn5x54,2
ACKR3,gn5x54,0
ACKR4,gn5x54,0
CCRL2,gn5x54,0
CCR1,gn5x55,0
CCR2,gn5x55,0
CCR3,gn5x55,0
CCR4,gn5x55,0
CCR5,gn5x55,0
CCR6,gn5x55,0
CCR7,gn5x55,0
CCR8,gn5x55,0
CCR9,gn5x55,0
CCR10,gn5x55,0
CXCR1,gn5x55,0
CXCR2,gn5x55,0
CXCR3,gn5x55,0
CXCR4,gn5x55,0
CXCR5,gn5x55,0
CXCR6,gn5x55,0
CX3CR1,gn5x55,0
XCR1,gn5x55,0
ACKR1,gn5x55,0
ACKR2,gn5x55,0
ACKR3,gn5x55,2
ACKR4,gn5x55,0
CCRL2,gn5x55,0
CCR1,gn5x56,0
CCR2,gn5x56,0
CCR3,gn5x56,0
CCR4,gn5x56,0
CCR5,gn5x56,0
CCR6,gn5x56,0
CCR7,gn5x56,0
CCR8,gn5x56,0
CCR9,gn5x56,0
CCR10,gn5x56,0
CXCR1,gn5x56,0
CXCR2,gn5x56,0
CXCR3,gn5x56,0
CXCR4,gn5x56,0
CXCR5,gn5x56,0
CXCR6,gn5x56,0
CX3CR1,gn5x56,0
XCR1,gn5x56,0
ACKR1,gn5x56,0
ACKR2,gn5x56,0
ACKR3,gn5x56,0
ACKR4,gn5x56,0
CCRL2,gn5x56,0
CCR1,gn5x57,0
CCR2,gn5x57,0
CCR3,gn5x57,0
CCR4,gn5x57,0
CCR5,gn5x57,0
CCR6,gn5x57,0
CCR7,gn5x57,0
CCR8,gn5x57,0
CCR9,gn5x57,0
CCR10,gn5x57,0
CXCR1,gn5x57,0
CXCR2,gn5x57,0
CXCR3,gn5x57,0
CXCR4,gn5x57,0
CXCR5,gn5x57,0
CXCR6,gn5x57,0
CX3CR1,gn5x57,0
XCR1,gn5x57,0
ACKR1,gn5x57,0
ACKR2,gn5x57,0
ACKR3,gn5x57,0
ACKR4,gn5x57,0
CCRL2,gn5x57,1
CCR1,gn5x58,0
CCR2,gn5x58,0
CCR3,gn5x58,0
CCR4,gn5x58,0
CCR5,gn5x58,0
CCR6,gn5x58,0
CCR7,gn5x58,0
