chemokine,chemokine_alternate_name,gpcr,PMID,author_date_journal,data_synopsis,binding_kd_ki_nm,binding_ec50_ic50_nm,signaling_ec50_ic50_nm,chemotaxis_ec50_ic50_nm,chemotaxis_max_nm,data_comment,ligand_type,interaction_strength,evidence_grade,other_comment
CCL21,SLC,CCR6,9507024,"Yoshida, et al. 1998. J Biol Chem","""To investigate the ability of SLC [CCL21] to induce signaling through the known CC chemokine receptors, we examined calcium mobilization in murine L1.2 cells stably expressing human CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, and CCR7 upon stimulation with SLC [CCL21]. As shown in Fig. 2, SLC [CCL21] did not induce significant calcium flux in parental L1.2 or those expressing CCR1, CCR2B, CCR3, CCR4, CCR5, or CCR6. We confirmed that L1.2 expressing each receptor responded to an appropriate ligand with a vigorous calcium flux""; ""Transfected L1.2 cells stably expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 were loaded with Fura 2-AM and stimulated with 10 nm each chemokine as indicated""",,,,,,Signaling assay: calcium flux; Signaling cells: L1.2 cells stably expressing indicated receptor,no interaction,0,C,
CCL21,SLC,CCR7,9507024,"Yoshida, et al. 1998. J Biol Chem","""SLC [CCL21] induced a vigorous calcium flux in L1.2 cells expressing CCR7, which is a known receptor for a CC chemokine ELC [CCL19] (32). Thus, SLC [CCL21] is another functional ligand for CCR7. Furthermore, SLC [CCL21] fully desensitized CCR7-expressing L1.2 cells against subsequent stimulation with an equal amount of ELC [CCL19]""; ""We next compared the binding of SLC [CCL21] and ELC [CCL19] to CCR7. As shown in Fig. 3, SLC [CCL21]-SEAP bound specifically to CCR7-expressing L1.2 cells at high levels. The binding was fully competed by unlabeled SLC [CCL21] and ELC [CCL19] with an IC50 of 0.5 nm and 1.0 nm, respectively. Conversely, the binding of ELC [CCL19]-SEAP to CCR7 was fully competed by SLC [CCL21] and ELC [CCL19] with an IC50 of 8.2 and 6.1 nm, respectively. Thus, SLC [CCL21] and ELC [CCL19] are essentially equivalent in terms of cross-competition in binding to CCR7 expressed on transfected L1.2 cells""; ""We next compared the ability of SLC [CCL21] and ELC [CCL19] to induce chemotaxis. As shown in Fig. 4, both SLC [CCL21] and ELC [CCL19] induced vigorous migration in CCR7-transfected L1.2 cells with a typical bell-shaped dose-response curve and a maximal migration at 10 nm""",,0.5,,,10,Signaling assay: calcium flux; Signaling cells: L1.2 cells stably expressing indicated receptor; Binding assay: whole cell competition; Binding ligand: CCL21-SEAP and CCL19-SEAP; Binding cells: stably-transfected L1.2; Chemotaxis assay: transwell' CHemotaxis cells: stably-transfected L1.2,agonist,3,A,Listed IC50 of 0.5nM is for CCL21 competition of CCL21-SEAP. CCL21 competed CCL19-SEAP with IC50 8.2nM (not listed)
CCL21,SLC,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CCL21 (SLC) Ki >1uM (Table 1) (PMID 15358176)",>1000,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,no interaction,0,A,
CCL21,SLC,ACKR4,10706668,"Gosling, et al. 2000. J Immunol","""The binding interactions identified in the primary screen were examined quantitatively by extensive radioligand binding competition to CCX CKR [ACKR4] stable transfectants (Fig. 3 and Table I). The results confirmed the high affinity binding of human ELC [CCL19], SLC [CCL21], and TECK [CCL26] with affinities (IC50) between _5 and 15 nM""",,12,,,,Binding assay: competition; Binding ligand: 125I-CCL19,ND,3,A,
CCL21,SLC,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,5,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,agonist,3,A,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CCL21,SLC,ACKR4,32391018,"Matti, et al. 2020. Front Immunol","""CCL19 was the most potent agonist in recruiting _-arrestin1 (EC50~76 nM) and _-arrestin2 (EC50~32 nM). EC50 values for CCL21 were ~240 nM (_-arrestin1) and ~133 nM (_-arrestin2), those for CCL25 ~115 nM and ~130 nM, respectively (Figures 2B,C).""",,,133,,,Signaling assay/cells: B-arrestin-1/2 BRET with YFP-tagged human ACKR4 together with either Nluc-tagged human _-arrestin1 or _-arrestin2 in Hela cells,agonist,2,A,
CCL21,SLC,CCRL2,20002784,"Leick, et al. 2010. Immunology","""We further investigated CCL19 binding to CRAM-B [CCRL2] by a dose–effect experiment on CHO-K1 CRAM-B [CCRL2] cells and obtained a 50% inhibitory concentration (IC50) of 44 nm (Fig. 1d)... we included human chemerin as well as CCL21, the second ligand for CCR7, the CCL19 signalling receptor, in our competition assay against 125I-labelled CCL19. Unexpectedly, none of the tested concentrations of either ligand (CCL21 from 0.1 to 100nm, chemerin from 6.25 pm to 62.5 nm) was able to compete with 125I-labelled CCL19 binding to the cells [respective highest concentrations shown in (Fig. 1d)]""",,,,,,Binding assay: competition; Binding cells: stably-transfected CHO-K1 cells; Binding ligand: 125I-CCL19,no interaction,0,A,
CCL22,MDC,CCR1,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,CCR2,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,CCR3,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,CCR4,9430724,"Imai, et al. 1998. J Biol Chem","""The MDC [CCL23]-SEAP was used as a probe to examine binding to CCR4-transfected L1.2 cells. As shown in Fig.2 A, the MDC [CCL23]-SEAP bound to CCR4-expressing cells in a saturable manner. This binding was to a single high affinity site with a K d of 0.18 nm, as demonstrated by Scatchard analysis (Fig.2 B). Binding of MDC [CCL22]-SEAP was competitively inhibited with increasing concentrations of unlabeled MDC [CCL22] or TARC [CCL17] (Fig.2 C). The IC50 for MDC [CCL22] was 0.65 nm, while the IC50 for TARC [CCL17] was 2.1 nm. This suggests that both ligands recognize a common binding site on CCR4 and that MDC [CCL22] has more than 3-fold higher affinity for CCR4""; ""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""; ""As shown in Fig. 4 A, both MDC [CCL22] and TARC [CCL17] induced migration of CCR4-transfected L1.2 cells. Both chemokines produced classic bell-shaped migration responses with maximal migration between 1 and 10 nm. The migration for MDC [CCL22] was significantly higher than that for TARC [CCL17]. Untransfected L1.2 cells failed to migrate when treated with MDC [CCL22]. These chemotaxis results confirm that both MDC [CCL22] and TARC [CCL17] are functional ligands for CCR4""",0.18,0.65,,,1,Binding assay: saturation and competition; Binding ligand: CCL22-secreted embryonic alkaline phosphatase (SEAP)-fusion (for both competition and saturation); Binding cells: CCR4-stably-transfected L1.2 cells (murine pre-B cells); Signaling assay: calcium flux; Signaling cells: CCR4-stably-transfected L1.2 cells (murine pre-B cells); Chemotaxis assay: transwell; Chemotaxis cells: CCR4-stably-transfected L1.2 cells (murine pre-B cells) and HUT78 cells,agonist,3,A,Chemotaxis maximal migration concentration (1nM) is for HUT78 cells; max chemotaxis in transfected L1.2 cells was 10nM 
CCL22,MDC,CCR5,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,CCR6,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,CCR7,9430724,"Imai, et al. 1998. J Biol Chem","""we examined calcium mobilization in L1.2 cells expressing CCR1, CCR2B, CCR3, CCR4, CCR5, CCR6, or CCR7 (Fig.3). MDC [CCL22] did not cause calcium flux in L1.2 cells transfected with CCR1, CCR2B, CCR3, CCR5, CCR6, or CCR7, whereas each responded to its known cognate ligand. In contrast, L1.2 cells transfected with CCR4 produced a strong calcium flux when stimulated with 10 nm MDC [CCL22]""",,,,,,Signaling assay: calcium flux; Signaling cells: stably-transfected L1.2 cells (murine pre-B cells),no interaction,0,C,
CCL22,MDC,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CCL22 (MDC) Ki >1uM (Table 1) (PMID 15358176)",>1000,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,no interaction,0,A,
CCL22,MDC,ACKR2,37153591,"Szpakowska, et al. 2023. Front Immunol","""Supplementary Figure 1. ACKR2 activation by different ligands. _-arrestin-1 recruitment to ACKR2 induced by known and the newly proposed ligands such as CCL26,  CXCL2 and CXCL10 monitored by Nanoluciferase complementation assay (NanoBiT). CXCL1 was used as negative control""",,,10,,,Signaling assay: NanoBiT B-arrestin recruitment; Signaling cells: transfected HEK293T,agonist,3,A,"Concentration-dependent B-arrestin recruitment observed (""A""-level evidence; Supp. Table 1). While EC50 not listed for this ligand, can be approximated from figure (Supp. Figure 1) as ~10nM"
CCL22,MDC,ACKR2,15067078,"Bonecchi, et al. 2004. J Immunol","""The interaction of CCR4 agonists with D6 was further investigated on D6/L1.2 transfectants in competition binding experiments with 125I-labeled CCL2 (Fig. 4). D6 binds CCL22 more strongly (Ki = 0.33 nM), similarly to CCL2, whereas it binds CCL17 more weakly (Ki = 2.9 nM), similarly to CCL4. Similar results were obtained using 125I-labeled CCL22 (data not shown). As expected, CCL19 did not bind to D6. As for some G protein-coupled receptors, the apparent affinity of ligands can vary depending on the tracer. Competition binding experiments have also been performed using 125I-labeled CCL4, with similar results (data not shown)""; ""CCR4-D6/L1.2 cells completely lost ability to migrate in response to CCL22 (Fig. 3 B). On the contrary, cell migration in response to CXCL12, a chemokine not scavenged by D6, acting on the endogenous CXCR4, was unaffected by D6 coexpression (data not shown).""",0.33,,,,,Binding assay: competition; Binding ligand: 125I-CCL2; Binding cells; transfected L1.2,agonist,3,A,"Agonist is inferred based on ligand-induced internalization in the same paper; Also tested truncated CCL22 variants: ""CCL22 is processed by the dipeptidyl-peptidase IV (CD26) to produce the truncated forms CCL22 (3–69) and CCL22 (5–69) that lack, respectively, the first two and four amino acids at the NH2 terminus and lose their agonist activity on CCR4 transfectants (11, 16)...As shown in Fig. 7 B, CCL22 (3–69) and CCL22 (5–69), unlike native CCL22, were unable to displace 125I-labeled CCL2, indicating that neither CCL22 processed form was recognized by D6."""
CCL22,MDC,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""Besides CCL19, CCL20, CCL21, and CCL25, our systematic reassessment of chemokine-receptor interactions revealed that CCL22, known to bind to CCR4 and ACKR2, is also a ligand for ACKR4. CCL22 was slightly less potent (EC50 = 128 nM) than the other ligands in inducing _-arrestin-1 recruitment to ACKR4 and acted as a partial agonist, displaying about 60% of the maximum efficacy observed with CCL19. Interestingly, the CCL22 variant lacking the first 2 N-terminal residues (CCL223-69) and hence mimicking the dipeptidyl peptidase 4 (DPP4 or CD26)-cleaved chemokine, retained significant activity toward ACKR4, which contrasts with its absence of activity toward ACKR223 but is reminiscent of the agonist effect of processed CXC chemokines toward ACKR320,24 (Fig. 1B).""",,,128,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,agonist,2,A,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CCL23,MIP-3; CKB8-1; CKB8-A; MPIF-1,CCR1,9558365,"Youn, et al. 1998. Blood","""To determine a receptor for CK_8-1 [CCL23 splice isoform 1] and CK_8 [CCL23 splice isoform 2], we performed transient Ca2+flux assays using a human osteogenic sarcoma cell line, HOS cells expressing the human CD4 alone or CD4 along with one of CCR1, CCR2B, CCR3, CCR4, CCR5, or CXCR4. The HOS cell line expressing the human CD4 alone did not respond to CK_8-1 [CCL23 splice isoform 1], CK_8 [CCL23 splice isoform 2], MIP-1_ [CCL3], and RANTES [CCL5] (data not shown). A robust Ca2+flux was detected only through CCR-1 at 25 nmol/L of CK_8-1 [CCL23 splice isoform 1] and CK_8 [CCL23 splice isoform 2]. Figure8A shows the specificity of MIP-1_ [CCL3]–mediated Ca2+signal through CCR1. It also shows that the CK_8-1[CCL23 splice isoform 1] and CK_8 [CCL23 splice isoform 2]-mediated Ca2+signal completely desensitized that of MIP-1_ [CCL3], suggesting that MIP-1_ [CCL3], CK_8-1 [CCL23 splice isoform 1], and CK_8 [CCL23 splice isoform 2] use CCR1 as a common receptor. We also showed similar desensitization patterns from neutrophils, monocytes, and lymphocytes in Fig 7. These data suggest that CCR1 may be a physiological receptor for CK_8-1 [CCL23 splice isoform 1] and CK_8 [CCL23 splice isoform 2]""",,,,,,,agonist,ND,C,"Paper describes isolation of two  splice isoforms of CCL23: ""As seen in Fig 2, the CK_8-1/CK_8 [CCL23] gene is comprised of four exons whereas most C-C chemokine genes contain three exons.22 Fig 2A and B show how CK_8-1 [CCL23 splice isoform 1] and CK_8 [CCL23 splice isoform 2] are created by alternative splicing. Alternative splicing occurred at a region of exon 3 before C-C motif in such a way that CK_8 [CCL23 splice isoform 2] was shortened by 17 amino acids at the NH2-terminus. Among these 17 amino acids, one amino acid was created as a unique residue (arginine), which was not found in CK_8-1 [CCL23 splice isoform 1]"""
